image_path,label,glcm_contrast_mean,glcm_contrast_std,glcm_dissimilarity_mean,glcm_dissimilarity_std,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_energy_mean,glcm_energy_std,glcm_correlation_mean,glcm_correlation_std,glcm_ASM_mean,glcm_ASM_std,rgb_mean_r,rgb_mean_g,rgb_mean_b,rgb_std_r,rgb_std_g,rgb_std_b,hsv_mean_h,hsv_mean_s,hsv_mean_v,hsv_std_h,hsv_std_s,hsv_std_v,hist_h_0,hist_h_1,hist_h_2,hist_h_3,hist_h_4,hist_h_5,hist_h_6,hist_h_7,hist_s_0,hist_s_1,hist_s_2,hist_s_3,hist_v_0,hist_v_1,hist_v_2,hist_v_3
C:\Users\Fakhri\OneDrive\Documents\SM 6\Prak PC\klasifikasi_jenis_kain_glcm_knn\dataset\Denim\denim_169.png,Denim,43.72863113529608,29.502010039040655,4.882946841075101,1.8147052830792163,0.20916379724718204,0.07018390784730959,0.038573699462172546,0.006419990384178326,0.8003918866704898,0.13455685367786055,0.0015291465667309526,0.0005058331702442336,96.76495361328125,109.31988525390625,124.15434265136719,40.466657565597565,42.45977493904954,42.52421863948049,106.236083984375,61.586761474609375,124.15434265136719,2.527688794409653,20.02514390613705,42.52421863948049,0.0,0.0,0.0,0.0,0.3310394287109206,0.0022939046223957164,0.0,0.0,0.18953450520832368,0.14369201660155517,0.00010681152343749457,0.0,0.021779378255207225,0.16083780924478347,0.12666829427082688,0.024047851562498775
C:\Users\Fakhri\OneDrive\Documents\SM 6\Prak PC\klasifikasi_jenis_kain_glcm_knn\dataset\Cotton\cotton_176.png,Cotton,5.772139136874633,3.3696845638433444,1.662773872638627,0.5538656597970236,0.47680891834166644,0.09424103658165635,0.14123795663609343,0.020162122180498492,0.6953953931109277,0.17790787123654472,0.020354671565560357,0.0057840232239436745,23.263046264648438,26.991226196289062,29.424057006835938,11.30509400821413,12.449844417627052,14.29721120661634,98.22817993164062,55.383056640625,29.632537841796875,16.622945694627845,18.589242390402454,14.094309063520512,0.0037129720052081444,0.0009867350260416164,0.005259195963541399,0.040379842122393775,0.24919128417967482,0.03281148274739416,0.0008595784505207896,0.00013224283854165994,0.22394307454425944,0.10884094238280696,0.000549316406249972,0.0,0.3267720540364417,0.006561279296874666,0.0,0.0
C:\Users\Fakhri\OneDrive\Documents\SM 6\Prak PC\klasifikasi_jenis_kain_glcm_knn\dataset\Nylon\nylon_116.png,Nylon,16.028525995609197,9.432170035216439,2.8755834617457183,0.9382072808357792,0.32146612313016504,0.0838657447398963,0.06379311638411884,0.010049062665410719,0.8442320410226559,0.091742879332895,0.004170545358451083,0.0013176486970252479,80.88917541503906,79.37200927734375,75.84327697753906,28.907688963609782,28.901505737606236,28.798576727195556,49.55030822753906,22.888961791992188,82.30398559570312,48.468957485067165,23.002352046950218,30.194967353023525,0.14039103190103452,0.07968648274739178,0.012196858723957713,0.009867350260416165,0.0431823730468728,0.022226969401040533,0.011739095052082735,0.014043172200520117,0.3063456217447761,0.026870727539061133,0.00011698404947916071,0.0,0.09768168131509919,0.20402018229165628,0.03133138020833174,0.0003000895182291514
C:\Users\Fakhri\OneDrive\Documents\SM 6\Prak PC\klasifikasi_jenis_kain_glcm_knn\dataset\Wool\wool_035.png,Wool,5.7758428055790425,2.170382058901257,1.633995814755994,0.3709850002601917,0.47787391690744974,0.06911946403201051,0.14235108005384733,0.01512120193073339,0.6322472392671009,0.1384239681932702,0.020492480740326866,0.004420795953747886,29.088577270507812,32.37947082519531,35.2325439453125,10.782524274314254,11.303881614895102,12.258137412958906,102.12667846679688,46.89588928222656,35.39732360839844,16.295923837509694,17.640444500466916,12.213956841995286,0.0028330485026040225,0.0007832845052082935,0.0036773681640623126,0.02605692545572784,0.23489888509113388,0.06136576334635104,0.003082275390624843,0.0006357828776041343,0.27372741699217357,0.05958048502603863,2.543131510416537e-05,0.0,0.3258921305338376,0.007415771484374623,2.543131510416537e-05,0.0
C:\Users\Fakhri\OneDrive\Documents\SM 6\Prak PC\klasifikasi_jenis_kain_glcm_knn\dataset\Cotton\cotton_195.png,Cotton,12.36335262618058,7.012919874316232,2.4762256825990625,0.7708582346443673,0.35696414438466123,0.08369075370585516,0.08480030195485809,0.012063232419327994,0.85853363719104,0.08014889275643534,0.007336612788037835,0.0021107344307564036,44.1922607421875,49.58024597167969,55.48765563964844,25.531779966316876,26.43860755176461,28.515658715070455,105.24607849121094,54.8427734375,55.50233459472656,7.229826640523443,14.619759395044158,28.500160522789574,0.00039164225260414674,5.594889322916382e-05,0.00020345052083332296,0.003300984700520665,0.3019510904947763,0.02713521321614445,0.00024922688802082063,4.577636718749767e-05,0.24165852864582102,0.091654459635412,2.03450520833323e-05,0.0,0.23353576660155062,0.09044392903645372,0.006724039713541324,0.0026295979817706995
C:\Users\Fakhri\OneDrive\Documents\SM 6\Prak PC\klasifikasi_jenis_kain_glcm_knn\dataset\Cotton\cotton_013.png,Cotton,2.098005359213201,1.0933155041127525,0.967764877932577,0.2879168691270981,0.6154222236545315,0.07892047433270669,0.20160725949186423,0.02155838876068897,0.8187773206100296,0.09434240743453678,0.04111025120577689,0.008805847198560339,19.139541625976562,23.2125244140625,24.626907348632812,8.749688620837512,9.675179570987263,11.376270608262434,94.19308471679688,60.09710693359375,24.967758178710938,14.693371035057728,18.556689041499325,11.109865930209986,0.002390543619791545,0.0007273356119791297,0.005335489908853895,0.07025655110676726,0.24017333984373776,0.01394653320312429,0.00042724609374997826,7.629394531249611e-05,0.1828002929687407,0.15010579427082568,0.00042724609374997826,0.0,0.33221944173175394,0.0011138916015624432,0.0,0.0
C:\Users\Fakhri\OneDrive\Documents\SM 6\Prak PC\klasifikasi_jenis_kain_glcm_knn\dataset\Denim\denim_136.png,Denim,55.55878683390933,37.32670682749238,5.393082376584245,1.988600962451264,0.20199153805170642,0.06521700094831259,0.03273542197120638,0.0055587581042593785,0.8489726023440394,0.10142552424020301,0.001102507643294611,0.00037119770058024044,110.4552001953125,115.88633728027344,124.16316223144531,53.52909708213824,54.36368337116693,55.340729288170266,107.81599426269531,32.57817077636719,124.16903686523438,5.833497642500727,15.576724020924383,55.33466206814572,0.0001780192057291576,2.543131510416537e-05,0.00014241536458332608,0.0011189778645832764,0.28522745768227714,0.046315511067705976,0.00028991699218748525,3.560384114583152e-05,0.31635538736977553,0.0169779459635408,0.0,0.0,0.05217488606770568,0.13138326009113915,0.09927876790364078,0.05049641927083076
C:\Users\Fakhri\OneDrive\Documents\SM 6\Prak PC\klasifikasi_jenis_kain_glcm_knn\dataset\Nylon\nylon_176.png,Nylon,10.948249838529838,6.359820969978068,2.437456720193119,0.7703631050021102,0.3560549323033922,0.08428049484200806,0.08049809040602936,0.011504916927134368,0.8045279599689469,0.11370985270554233,0.00661230567251754,0.0019151212335340795,92.26020812988281,45.22602844238281,50.810943603515625,24.72834020280417,19.488723562105516,21.953014342747927,169.85719299316406,135.4541473388672,92.26020812988281,33.08607919217959,25.162917707663507,24.72834020280417,0.012207031249999379,0.0,0.0,0.0,0.0,0.0,1.5258789062499222e-05,0.3211110432942545,0.00022888183593748834,0.14811197916665914,0.18486531575519893,0.00012715657552082686,0.0510559082031224,0.2571716308593619,0.025105794270832055,0.0
C:\Users\Fakhri\OneDrive\Documents\SM 6\Prak PC\klasifikasi_jenis_kain_glcm_knn\dataset\Cotton\cotton_133.png,Cotton,9.77134111300127,5.7864797022545655,2.279631587845776,0.7376394193476659,0.36904065479996445,0.08796259111577441,0.0634518516827102,0.009683187322376005,0.9487132045526164,0.03041363221497004,0.004119901598684875,0.001259382371238198,105.615966796875,95.3890380859375,98.85493469238281,37.894323404463904,39.77450153510081,39.01011719452962,129.10147094726562,30.497299194335938,105.75126647949219,66.01604743047359,14.830577791418625,38.068472036000564,0.072123209635413,0.0025634765624998695,0.00020853678385415606,0.00020345052083332296,0.0005391438802083058,0.004013061523437295,0.037958780924477235,0.2157236735025932,0.3266042073567542,0.006729125976562157,0.0,0.0,0.03117370605468591,0.21458435058592656,0.07740783691405856,0.010167439778645315
C:\Users\Fakhri\OneDrive\Documents\SM 6\Prak PC\klasifikasi_jenis_kain_glcm_knn\dataset\Cotton\cotton_106.png,Cotton,18.03586308977467,10.805814287691613,3.1951898913531895,1.061704481968444,0.27836570638238034,0.08043377863618145,0.05762058936950453,0.00910046607333046,0.8031950041331609,0.11795592236618017,0.003402950802040896,0.0010762369373363344,175.32220458984375,193.71649169921875,211.4722137451172,26.908246811284318,27.60669455004835,25.70326314351884,104.40559387207031,44.28375244140625,211.4898223876953,3.10505330673997,10.087228915252927,25.7298959450459,0.0,0.0,5.086263020833074e-05,0.002095540364583227,0.3311614990234206,2.543131510416537e-05,0.0,0.0,0.3284454345702958,0.004887898763020584,0.0,0.0,0.0,0.0007273356119791297,0.07318115234374627,0.259424845377591
